Aika_ms,KokonaisG,DynaaminenG,SisainenNopeus,BLE_Nopeus
BLE connected -> ACTIVE MODE
102456,1.116,0.004,0.948,0.948
102476,0.896,-0.106,0.909,0.909
102497,0.979,-0.034,0.891,0.891
102517,1.239,0.128,0.898,0.898
102537,1.176,0.082,0.895,0.895
102557,0.933,-0.118,0.855,0.855
102578,0.772,-0.285,0.780,0.780
102598,0.613,-0.411,0.685,0.685
102618,0.496,-0.483,0.579,0.579
102638,0.504,-0.552,0.461,0.461
102659,0.563,-0.597,0.331,0.331
102679,0.683,-0.488,0.231,0.231
102699,0.778,-0.337,0.161,0.161
102719,0.839,-0.250,0.110,0.110
102740,0.988,-0.150,0.078,0.078
102760,1.167,-0.088,0.059,0.059
102780,1.329,-0.012,0.058,0.058
102800,1.366,0.060,0.068,0.068
102821,1.146,-0.071,0.053,0.053
102841,0.897,-0.285,-0.003,0.000
102861,0.749,-0.445,-0.077,0.000
102881,0.815,-0.400,-0.132,0.000
102902,0.958,-0.246,-0.155,0.000
102922,1.005,-0.168,-0.160,0.000
102942,0.948,-0.190,-0.168,0.000
102962,0.902,-0.229,-0.181,0.000
102983,0.963,-0.212,-0.191,0.000
103004,1.059,-0.142,-0.187,0.000
103024,1.099,-0.115,-0.178,0.000
103044,1.092,-0.132,-0.173,0.000
103065,0.979,-0.224,-0.187,0.000
103085,0.872,-0.297,-0.208,0.000
103105,0.815,-0.331,-0.232,0.000
103125,0.819,-0.315,-0.250,0.000
103146,0.803,-0.310,-0.267,0.000
103166,0.814,-0.322,-0.280,0.000
103186,0.947,-0.233,-0.277,0.000
103206,1.020,-0.171,-0.264,0.000
103227,1.030,-0.163,-0.253,0.000
103247,0.996,-0.197,-0.248,0.000
103267,0.932,-0.263,-0.255,0.000
103287,0.917,-0.305,-0.267,0.000
103308,0.921,-0.368,-0.292,0.000
103328,0.927,-0.402,-0.315,0.000
103348,0.997,-0.348,-0.326,0.000
103368,1.110,-0.257,-0.320,0.000
103389,1.180,-0.200,-0.307,0.000
103409,1.251,-0.147,-0.285,0.000
103429,1.275,-0.132,-0.265,0.000
103449,1.231,-0.190,-0.257,0.000
103470,1.171,-0.265,-0.264,0.000
103490,1.080,-0.333,-0.280,0.000
103510,0.999,-0.397,-0.304,0.000
103530,0.962,-0.437,-0.332,0.000
103551,0.999,-0.415,-0.355,0.000
103571,1.044,-0.385,-0.366,0.000
103591,1.050,-0.364,-0.371,0.000
103611,0.993,-0.389,-0.381,0.000
103632,0.873,-0.477,-0.407,0.000
103652,0.856,-0.497,-0.429,0.000
103672,0.883,-0.493,-0.447,0.000
103692,0.946,-0.451,-0.455,0.000
103713,1.020,-0.364,-0.451,0.000
103733,0.975,-0.387,-0.448,0.000
103753,0.902,-0.465,-0.458,0.000
103773,0.905,-0.481,-0.469,0.000
103794,0.881,-0.510,-0.488,0.000
103814,0.874,-0.531,-0.500,0.000
103834,0.910,-0.517,-0.500,0.000
103854,0.944,-0.510,-0.500,0.000
103875,0.980,-0.507,-0.500,0.000
103895,1.054,-0.456,-0.500,0.000
103915,1.096,-0.411,-0.494,0.000
103935,1.103,-0.400,-0.486,0.000
103956,1.045,-0.474,-0.496,0.000
103976,1.026,-0.528,-0.500,0.000
103996,1.082,-0.498,-0.500,0.000
104016,1.083,-0.478,-0.500,0.000
104037,1.039,-0.511,-0.500,0.000
104058,0.958,-0.578,-0.500,0.000
104078,0.928,-0.636,-0.500,0.000
104098,0.969,-0.605,-0.500,0.000
104119,0.995,-0.563,-0.500,0.000
104139,0.978,-0.587,-0.500,0.000
104159,1.034,-0.538,-0.500,0.000
104179,1.070,-0.503,-0.500,0.000
104200,1.081,-0.493,-0.500,0.000
104220,1.024,-0.563,-0.500,0.000
104240,0.942,-0.641,-0.500,0.000
104260,0.927,-0.662,-0.500,0.000
104281,1.070,-0.574,-0.500,0.000
104301,1.130,-0.562,-0.500,0.000
104321,1.139,-0.550,-0.500,0.000
104341,1.194,-0.450,-0.500,0.000
104362,1.180,-0.449,-0.500,0.000
104382,1.114,-0.500,-0.500,0.000
104402,1.035,-0.572,-0.500,0.000
104422,0.977,-0.642,-0.500,0.000
104443,0.935,-0.665,-0.500,0.000
104463,0.954,-0.639,-0.500,0.000
104483,1.059,-0.537,-0.500,0.000
104503,1.112,-0.523,-0.500,0.000
104524,1.115,-0.539,-0.500,0.000
104544,1.088,-0.571,-0.500,0.000
104564,1.033,-0.636,-0.500,0.000
104584,1.024,-0.645,-0.500,0.000
104605,1.003,-0.649,-0.500,0.000
104625,1.032,-0.570,-0.500,0.000
104645,1.046,-0.556,-0.500,0.000
104665,1.008,-0.599,-0.500,0.000
104686,1.006,-0.608,-0.500,0.000
104707,1.004,-0.587,-0.500,0.000
104727,0.940,-0.639,-0.500,0.000
104747,0.926,-0.636,-0.500,0.000
104768,0.992,-0.636,-0.500,0.000
104788,1.069,-0.619,-0.500,0.000
104808,1.088,-0.618,-0.500,0.000
104828,1.102,-0.589,-0.500,0.000
104849,1.094,-0.570,-0.500,0.000
104869,1.046,-0.602,-0.500,0.000
104889,1.011,-0.628,-0.500,0.000
104909,1.002,-0.639,-0.500,0.000
104930,1.002,-0.620,-0.500,0.000
104950,0.982,-0.618,-0.500,0.000
104970,0.976,-0.629,-0.500,0.000
104990,0.998,-0.616,-0.500,0.000
105011,1.010,-0.607,0.000,0.000
105031,1.009,-0.455,0.000,0.000
105051,1.000,-0.327,0.000,0.000
105071,1.009,-0.218,0.000,0.000
105092,1.040,-0.103,-0.018,0.000
105112,1.056,-0.081,-0.029,0.000
105132,1.093,-0.042,-0.031,0.000
105152,1.093,-0.045,-0.034,0.000
105173,1.028,-0.115,-0.049,0.000
105193,0.985,-0.162,-0.069,0.000
105213,1.001,-0.139,-0.082,0.000
105233,1.015,-0.135,-0.092,0.000
105254,1.001,-0.156,-0.105,0.000
105274,1.011,-0.138,-0.113,0.000
105294,1.027,-0.115,0.000,0.000
105314,1.028,-0.037,0.000,0.000
105335,1.041,0.033,0.000,0.000
105355,1.023,0.015,0.000,0.000
105375,0.984,-0.033,0.000,0.000
105395,0.997,-0.013,0.000,0.000
105416,0.990,-0.016,0.000,0.000
105436,0.982,-0.032,0.000,0.000
105456,1.006,-0.008,0.000,0.000
105476,1.037,0.022,0.000,0.000
105497,1.028,0.049,0.000,0.000
105517,1.010,0.048,0.000,0.000
105537,1.000,0.053,0.000,0.000
105557,1.001,0.071,0.000,0.000
105578,1.020,0.105,0.000,0.000
105598,1.010,0.098,0.000,0.000
105618,0.986,0.069,0.000,0.000
108413,0.944,-0.070,-0.012,0.000
108433,1.014,-0.005,-0.010,0.000
108453,1.098,0.088,0.007,0.007
108473,1.126,0.116,0.029,0.029
108494,1.033,0.028,0.028,0.028
108514,0.992,-0.018,0.028,0.028
108534,1.002,-0.011,0.027,0.027
108554,1.000,-0.022,0.027,0.027
108575,0.957,-0.068,0.012,0.012
108595,0.973,-0.046,0.003,0.003
108615,1.013,-0.012,0.003,0.003
108635,1.064,0.041,0.011,0.011
108656,0.961,-0.082,-0.005,0.000
108676,0.974,-0.066,-0.015,0.000
108696,1.029,0.008,-0.013,0.000
108716,0.964,-0.048,-0.019,0.000
108737,1.010,0.005,-0.016,0.000
108757,1.270,0.256,0.033,0.033
108777,1.444,0.431,0.116,0.116
108797,1.385,0.378,0.186,0.186
108818,1.153,0.145,0.212,0.212
108838,1.022,0.010,0.207,0.207
108858,1.028,0.021,0.203,0.203
108878,1.122,0.117,0.222,0.222
108899,1.175,0.170,0.251,0.251
108919,1.100,0.094,0.264,0.264
BLE disconnected -> IDLE MODE
